"Grupo","Grupo(RAW)","Aparato","Aparato(RAW)","Sensor","Sensor(RAW)","Estado","Estado(RAW)"
"INNOVASUR","INNOVASUR","s216354_Innova-Lagar","s216354_Innova-Lagar","","","Disponible","3"
"INNOVASUR","INNOVASUR","s216354_Innova-Jaen","s216354_Innova-Jaen","","","Disponible","3"
"INNOVASUR","INNOVASUR","s216354_Innova-Torredelcampo","s216354_Innova-Torredelcampo","","","Disponible","3"
"INNOVET 98","INNOVET 98","static.masmovil.com (338839 Innovet 98 LTE) [Webserver]","static.masmovil.com (338839 Innovet 98 LTE) [Webserver]","","","Disponible","3"
"INREVOLUTION - TELECOMING","INREVOLUTION - TELECOMING","panel.virtualcenter360.es IP1","panel.virtualcenter360.es IP1","","","Pausado (pausado por )","7"
"INREVOLUTION - TELECOMING","INREVOLUTION - TELECOMING","200870_Telecoming_Inrevolution_100M_ITX_XTRA","200870_Telecoming_Inrevolution_100M_ITX_XTRA","","","Pausado (pausado por )","7"
"INREVOLUTION - TELECOMING","INREVOLUTION - TELECOMING","panel.virtualcenter360.es IP2","panel.virtualcenter360.es IP2","","","Pausado (pausado por )","7"
"INSTALACIONES ESPECIALES DE GENERACION SL","INSTALACIONES ESPECIALES DE GENERACION SL","static.5.87.195.213.ibercom.com (337711 Inst Espec de Gener CPE)","static.5.87.195.213.ibercom.com (337711 Inst Espec de Gener CPE)","","","Disponible","3"
"INSTALACIONES ESPECIALES DE GENERACION SL","INSTALACIONES ESPECIALES DE GENERACION SL","Antena cliente","Antena cliente","","","Disponible","3"
"Interconexión ABERTIS - INTERXION","Interconexión ABERTIS - INTERXION","AGW_mad_itx_01","AGW_mad_itx_01","","","Disponible","3"
"Interconexión ADAMO - BCN","Interconexión ADAMO - BCN","SWI_sp_mad_B14","SWI_sp_mad_B14","","","Disponible","3"
"Interconexión AIRE","Interconexión AIRE","SWI_sp_mad_X13 TenGigabitEthernet1/10 (VPLS)","SWI_sp_mad_X13 TenGigabitEthernet1/10 (VPLS)","","","Disponible","3"
"Interconexión AIRE","Interconexión AIRE","SWI_sp_mad_C09 (Adsl - RTSP)","SWI_sp_mad_C09 (Adsl - RTSP)","","","Pausado (pausado)","7"
"Interconexión BT","Interconexión BT","AGW17 (NEBA)","AGW17 (NEBA)","","","Disponible","3"
"Interconexión BT","Interconexión BT","AGR5 (VLPS)","AGR5 (VLPS)","","","Disponible","3"
"Interconexión Ciudad Real (Miguelturra)","Interconexión Ciudad Real (Miguelturra)","Swi_215065_TomellosoBS","Swi_215065_TomellosoBS","","","Disponible","3"
"Interconexion Jaen (Ono)","Interconexion Jaen (Ono)","Swi_Jaen_01 Centro Ono Jaen","Swi_Jaen_01 Centro Ono Jaen","","","Pausado (pausado)","7"
"Interconexión NEO - LTE","Interconexión NEO - LTE","AGW_mad_itx_01","AGW_mad_itx_01","","","Disponible","3"
"Interconexión ONO","Interconexión ONO","AGR_sp_mad_C02 (ITX ONO1)","AGR_sp_mad_C02 (ITX ONO1)","","","Disponible","3"
"Interconexión ONO","Interconexión ONO","SWI_sp_mad_C17 (ITX ONO2)","SWI_sp_mad_C17 (ITX ONO2)","","","Disponible","3"
"Interconexión OPENTEL - INTERXION","Interconexión OPENTEL - INTERXION","AGW_mad_itx_01","AGW_mad_itx_01","","","Disponible","3"
"Interconexión OPENTEL - ZUATZU","Interconexión OPENTEL - ZUATZU","NORGABE_336852_10M","NORGABE_336852_10M","","","Pausado","8"
"Interconexion Pechina","Interconexion Pechina","AGW_PECHINA","AGW_PECHINA","","","Disponible","3"
"Interconexion Pechina","Interconexion Pechina","SAI Pechina","SAI Pechina","","","Disponible","3"
"Interconexión PRORED","Interconexión PRORED","SWI_sp_mad_C17","SWI_sp_mad_C17","","","Disponible","3"
"Interconexión PRORED","Interconexión PRORED","ROUTER LAC-LNS PRORED","ROUTER LAC-LNS PRORED","","","Disponible","3"
"Interconexión SARENET - NEBA","Interconexión SARENET - NEBA","AGW_mad_itx_01","AGW_mad_itx_01","","","Disponible","3"
"Interconexión TELEFÓNICA - ADSL IP","Interconexión TELEFÓNICA - ADSL IP","ABR2 (CH1 - Peñuelas)","ABR2 (CH1 - Peñuelas)","","","Disponible","3"
"Interconexión TELEFÓNICA - ADSL IP","Interconexión TELEFÓNICA - ADSL IP","AGW_mad_itx_01 (ITX - Delicias)","AGW_mad_itx_01 (ITX - Delicias)","","","Disponible","3"
"Interconexión TELEFÓNICA - METROLAN","Interconexión TELEFÓNICA - METROLAN","AGR_sp_mad_C09","AGR_sp_mad_C09","","","Disponible","3"
"Interconexión TELEFÓNICA - METROLAN BCN","Interconexión TELEFÓNICA - METROLAN BCN","SWI_sp_mad_B14","SWI_sp_mad_B14","","","Disponible","3"
"Interconexión Valencia (Nixval)","Interconexión Valencia (Nixval)","AGW27 Nixval (Prored)","AGW27 Nixval (Prored)","","","Pausado (pausado)","7"
"Interconexion Valladolid Abertis","Interconexion Valladolid Abertis","AGW_CEA_Valladolid_II","AGW_CEA_Valladolid_II","","","Disponible","3"
"Internet Connection","Internet Connection","gateway PRTG","gateway PRTG","","","Disponible","3"
"Internet Connection","Internet Connection","google-public-dns-a.google.com","google-public-dns-a.google.com","","","Disponible","3"
"Internet Lamparas","Internet Lamparas","Internet Lamparas Mikrotik","Internet Lamparas Mikrotik","","","Disponible","3"
"Internet Lamparas","Internet Lamparas","Antena Neutra","Antena Neutra","","","Disponible","3"
"INTERXION","INTERXION","AGW_mad_itx_01","AGW_mad_itx_01","","","Disponible","3"
"INTERXION","INTERXION","AGW_mad_itx_01","AGW_mad_itx_01","","","Disponible","3"
"INVERSIONES OPTICAS BASTI","INVERSIONES OPTICAS BASTI","F33668 Inversiones Opticas Basti FTTH 10M Sarenet","F33668 Inversiones Opticas Basti FTTH 10M Sarenet","","","Disponible","3"
"IQAP","IQAP","323484_IQAP","323484_IQAP","","","Pausado","8"
"ITconic (Telvent)","ITconic (Telvent)","ITconic_328242 (ITconic (Telvent)) [Cisco IOS Cisco Device]","ITconic_328242 (ITconic (Telvent)) [Cisco IOS Cisco Device]","","","Disponible","3"
"ITT INDUSTRIES SPAIN S.L.","ITT INDUSTRIES SPAIN S.L.","ITT_INDUSTRIES_Neo_10M (ITT INDUSTRIES SPAIN) [Cisco IOS Cisco Device]","ITT_INDUSTRIES_Neo_10M (ITT INDUSTRIES SPAIN) [Cisco IOS Cisco Device]","","","Pausado","8"
"ITX","ITX","SWI_sp_mad_X13 } Te1/13","SWI_sp_mad_X13 } Te1/13","","","Disponible","3"
"ITX TECNICOS EN TASACION","ITX TECNICOS EN TASACION","SWI_TECNICOS_TASACION","SWI_TECNICOS_TASACION","","","Disponible","3"
"ITX TECNICOS EN TASACION","ITX TECNICOS EN TASACION","4Doctors_337406","4Doctors_337406","","","Disponible","3"
"ITX_LA_RAYA_TELECABLE","ITX_LA_RAYA_TELECABLE","AGW_LaRaya_01 Cisco 4948E","AGW_LaRaya_01 Cisco 4948E","","","Disponible","3"
"ITX_TV_BENEJUZAR","ITX_TV_BENEJUZAR","AGW_BENEJ_01","AGW_BENEJ_01","","","Pausado (pausado)","7"
"ITX_TV_BENEJUZAR","ITX_TV_BENEJUZAR","216306_Thor Telecomunicaciones","216306_Thor Telecomunicaciones","","","Disponible","3"
"ITX_TV_BENEJUZAR","ITX_TV_BENEJUZAR","270000_TVBenejuzar_ppal","270000_TVBenejuzar_ppal","","","Pausado","8"
"ITX_XTRA_ATICA","ITX_XTRA_ATICA","SWI_sp_mad_PO6","SWI_sp_mad_PO6","","","Disponible","3"
"ITX_XTRA_ATICA","ITX_XTRA_ATICA","SWI_sp_mad_PO5","SWI_sp_mad_PO5","","","Disponible","3"
"ITX_XTRA_ATICA","ITX_XTRA_ATICA","SWI_po_pub_19","SWI_po_pub_19","","","Pausado (pausado)","7"
"ITX_XTRA_ATICA","ITX_XTRA_ATICA","SWI_po_pub_18","SWI_po_pub_18","","","Disponible","3"
"ITX_XTRA_ATICA","ITX_XTRA_ATICA","SWI_sp_mad_P04","SWI_sp_mad_P04","","","Disponible","3"
"ITX_XTRA_ATICA","ITX_XTRA_ATICA","SWI_sp_mad_P03","SWI_sp_mad_P03","","","Disponible","3"
"ITX_XTRA_ATICA","ITX_XTRA_ATICA","AGW_TPH_Pozuelo_C02","AGW_TPH_Pozuelo_C02","","","Disponible","3"
"IVIKA KLIVBA Y OTROS CB","IVIKA KLIVBA Y OTROS CB","static.masmovil.com (339225 Ivika Klivba Y Otros CB) [Webserver]","static.masmovil.com (339225 Ivika Klivba Y Otros CB) [Webserver]","","","Disponible","3"
"IWAN21","IWAN21","1-254T8-Iwan21 (Rou_Iwan21) [Cisco IOS Cisco Device]","1-254T8-Iwan21 (Rou_Iwan21) [Cisco IOS Cisco Device]","","","Disponible","3"
"J. BELLIDO, S.A","J. BELLIDO, S.A","F38673_J.Bellido)","F38673_J.Bellido)","","","Disponible","3"
"JAIME ESTEVEZ","JAIME ESTEVEZ","335408 Jaime Estevez Central (FTTH 10M BT)","335408 Jaime Estevez Central (FTTH 10M BT)","","","Disponible","3"
"javalambre","javalambre","1-AS9V4 Star Defence Logistics LTE","1-AS9V4 Star Defence Logistics LTE","","","Disponible","3"
"JAVIER AVILA GIL","JAVIER AVILA GIL","F42111_Javier_Avila_Gil(Router)","F42111_Javier_Avila_Gil(Router)","","","Disponible","3"
"JCDECAUX","JCDECAUX","VALENCIA bckp","VALENCIA bckp","","","Disponible","3"
"JCDECAUX","JCDECAUX","JCDECAUX MADRID - SWITCH","JCDECAUX MADRID - SWITCH","","","Disponible","3"
"JCDECAUX","JCDECAUX","JCDECAUX MADRID - HSRP VOZ / NAV LIBRE","JCDECAUX MADRID - HSRP VOZ / NAV LIBRE","","","Disponible","3"
"JCDECAUX","JCDECAUX","JCDECAUX MADRID - HSRP FW","JCDECAUX MADRID - HSRP FW","","","Disponible","3"
"JIMTEN","JIMTEN","326967_Jimten","326967_Jimten","","","Pausado","8"
"JLV","JLV","JLV_ARGANDA (212.230.95.42) [Cisco IOS Cisco Device]","JLV_ARGANDA (212.230.95.42) [Cisco IOS Cisco Device]","","","Disponible","3"
"JM BRUNEAU","JM BRUNEAU","LaGranada_Produccion_10Mb_PPAL (TFCA)","LaGranada_Produccion_10Mb_PPAL (TFCA)","","","Disponible","3"
"JM BRUNEAU","JM BRUNEAU","ElPrat_Produccion_50Mb_PPAL","ElPrat_Produccion_50Mb_PPAL","","","Disponible","3"
"JM BRUNEAU","JM BRUNEAU","La Granada backup 315823_10M_Aire","La Granada backup 315823_10M_Aire","","","Disponible","3"
"JOAN GRAU FERRI","JOAN GRAU FERRI","216268 Joan Grau Ferri 100M ONO","216268 Joan Grau Ferri 100M ONO","","","Disponible","3"
"JONAS ALCAIDE - ONO 200Mbps OLIVA","JONAS ALCAIDE - ONO 200Mbps OLIVA","10.97.42.209 (Jonas Alcaide- 200Mbps ONO (Xtra-3016))","10.97.42.209 (Jonas Alcaide- 200Mbps ONO (Xtra-3016))","","","Disponible","3"
"JORDI PEDRET BONILLA","JORDI PEDRET BONILLA","338877 Jordi Pedret FTTH 30M","338877 Jordi Pedret FTTH 30M","","","Disponible","3"
"Jose Antonio Montero","Jose Antonio Montero","rou_216457_Paradas_Jose_Antonio_BGP_Backup_Malaga","rou_216457_Paradas_Jose_Antonio_BGP_Backup_Malaga","","","Pausado","8"
"Jose Antonio Montero","Jose Antonio Montero","CEX Carmona - Paradas","CEX Carmona - Paradas","","","Disponible","3"
"Jose Antonio Montero","Jose Antonio Montero","Paradas - Carmona","Paradas - Carmona","","","Pausado","8"
"Jose Antonio Montero","Jose Antonio Montero","rou_216457_Paradas_Jose_Antonio","rou_216457_Paradas_Jose_Antonio","","","Pausado","8"
"JOSE IGNACIO ARRUARTE MENDIZABAL","JOSE IGNACIO ARRUARTE MENDIZABAL","F41717_JOSE_IGNACIO_ARRUARTE_MENDIZABAL","F41717_JOSE_IGNACIO_ARRUARTE_MENDIZABAL","","","Disponible","3"
"JOSE MANUEL ARAMBURU","JOSE MANUEL ARAMBURU","Router_F42635_JOSE_MANUEL_ARAMBURU","Router_F42635_JOSE_MANUEL_ARAMBURU","","","Disponible","3"
"Jose Manuel Garcia","Jose Manuel Garcia","Moron Jose Manuel Garcia - CEX Carmona (Device 4)","Moron Jose Manuel Garcia - CEX Carmona (Device 4)","","","Disponible","3"
"Jose Manuel Garcia","Jose Manuel Garcia","rou_216440_Jose_Manuel_Garcia","rou_216440_Jose_Manuel_Garcia","","","Disponible","3"
"Jose Manuel Garcia","Jose Manuel Garcia","rou_216440_Jose_Manuel_Garcia_BGP_Backup_Malaga","rou_216440_Jose_Manuel_Garcia_BGP_Backup_Malaga","","","Disponible","3"
"Jose Manuel Garcia","Jose Manuel Garcia","CEX Carmona - Moron Jose Manuel Garciaq (Device 3)","CEX Carmona - Moron Jose Manuel Garciaq (Device 3)","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Eboli_VPN (Roselin CC Plaza Eboli VPN) [Cisco Device]","Roselin_Eboli_VPN (Roselin CC Plaza Eboli VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Fuencarral_Voip [Cisco IOS Cisco Device]","Roselin_Fuencarral_Voip [Cisco IOS Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Aluche_VPN (Roselin CC Plaza Aluche) [Cisco Device]","Roselin_Aluche_VPN (Roselin CC Plaza Aluche) [Cisco Device]","","","Pausado","8"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_CC Vallsur (Valladolid)_Backup_ADSL","Roselin_CC Vallsur (Valladolid)_Backup_ADSL","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Xanadu_VPN (Roselin CC Xanadu VPN) [Cisco Device]","Roselin_Xanadu_VPN (Roselin CC Xanadu VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_XANADU_Voip (Roselin CC Xanadu VoIP) [Cisco Device]","Roselin_XANADU_Voip (Roselin CC Xanadu VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_ALUCHE_Voip (Roselin CC Plaza Aluche VoIP) [Cisco Device]","Roselin_ALUCHE_Voip (Roselin CC Plaza Aluche VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin CC Parquesur 11_backup_ADSL","Roselin CC Parquesur 11_backup_ADSL","","","Pausado","8"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Fuencarral_VPN [Cisco IOS Cisco Device]","Roselin_Fuencarral_VPN [Cisco IOS Cisco Device]","","","Pausado (pausado)","7"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Toledo_VPN (Roselin CC Luz del Tajo VPN) [Cisco Device]","Roselin_Toledo_VPN (Roselin CC Luz del Tajo VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_TOLEDO_Voip (Roselin CC Luz del Tajo) [Cisco Device]","Roselin_TOLEDO_Voip (Roselin CC Luz del Tajo) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Torrevieja_VPN (Roselin CC Carrefour VPN) [Cisco Device]","Roselin_Torrevieja_VPN (Roselin CC Carrefour VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Torrevieja_Voip (Roselin CC Carrefour VoIP) [Cisco Device]","Roselin_Torrevieja_Voip (Roselin CC Carrefour VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_RIVAS_VPN (Roselin C/Marie Curie VPN) [Cisco Device]","Roselin_RIVAS_VPN (Roselin C/Marie Curie VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_CC_Factory_Dos_Hermanas_Sevilla","Roselin_CC_Factory_Dos_Hermanas_Sevilla","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_CHURRA_Voip (Roselin CC Nueva Condomina VoIP) [Cisco Device]","Roselin_CHURRA_Voip (Roselin CC Nueva Condomina VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_PlazaNorte_VPN (Roselin CC Plaza Norte VPN) [Cisco Device]","Roselin_PlazaNorte_VPN (Roselin CC Plaza Norte VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_PlazaNorte_Voip (Roselin CC Plaza Norte VoIP) [Cisco Device]","Roselin_PlazaNorte_Voip (Roselin CC Plaza Norte VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_PPio_Voip (Roselin CC P.Pio VoIP) [Cisco Device]","Roselin_PPio_Voip (Roselin CC P.Pio VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_PPio_VPN","Roselin_PPio_VPN","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_ISABELII_Voip (Roselin C/IsabelII VoIP) [Cisco Device]","Roselin_ISABELII_Voip (Roselin C/IsabelII VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_IsabelII(PARLA)_VPN (Roselin C/Isabel II VPN) [Cisco Device]","Roselin_IsabelII(PARLA)_VPN (Roselin C/Isabel II VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_RIVAS_Voip (Roselin C/Marie Curie VoIP) [Cisco Device]","Roselin_RIVAS_Voip (Roselin C/Marie Curie VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_BravoMurillo_159_Voip (Roselin C/Bravo Murillo 159 VoIP) [Cisco Device]","Roselin_BravoMurillo_159_Voip (Roselin C/Bravo Murillo 159 VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_BravoMurillo159_VPN (Roselin C/Bravo Murillo 159 VPN) [Cisco Device]","Roselin_BravoMurillo159_VPN (Roselin C/Bravo Murillo 159 VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_LaGavia_Voip (Roselin La Gavia VoIP) [Cisco Device]","Roselin_LaGavia_Voip (Roselin La Gavia VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_IslaAzul_VPN (Roselin CC Isla Azul VPN) [Cisco Device]","Roselin_IslaAzul_VPN (Roselin CC Isla Azul VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_IslaAzul_Voip (Roselin CC Isla Azul VoIP) [Cisco Device]","Roselin_IslaAzul_Voip (Roselin CC Isla Azul VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_LaGavia_VPN (CC La Gavia VPN) [Cisco Device]","Roselin_LaGavia_VPN (CC La Gavia VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_CC_Loranca router Voip","Roselin_CC_Loranca router Voip","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_C.C.Loranca_VPN (Roselin_Loranca_Router VPN) [Cisco IOS ADSL Cisco Device]","Roselin_C.C.Loranca_VPN (Roselin_Loranca_Router VPN) [Cisco IOS ADSL Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Eboli_Voip (Roselin CC Plaza Eboli VoIP) [Cisco Device]","Roselin_Eboli_Voip (Roselin CC Plaza Eboli VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_SanJavier_VPN (Roselin CC Dos Mares VPN) [Cisco Device]","Roselin_SanJavier_VPN (Roselin CC Dos Mares VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_SanJavier_Voip (Roselin CC Dos Mares VoIP) [Cisco Device]","Roselin_SanJavier_Voip (Roselin CC Dos Mares VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_CHURRA_VPN (Roselin CC Nueva Condomina VPN) [Cisco Device]","Roselin_CHURRA_VPN (Roselin CC Nueva Condomina VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin Zaragoza CC PUERTO VENECIA VoIP","Roselin Zaragoza CC PUERTO VENECIA VoIP","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Cartagena_VPN (Roselin CC Parque Mediterraneo VPN) [Cisco Device]","Roselin_Cartagena_VPN (Roselin CC Parque Mediterraneo VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Cartagena_Voip (Roselin CC Parque Mediterraneo VoIP) [Cisco Device]","Roselin_Cartagena_Voip (Roselin CC Parque Mediterraneo VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin Zaragoza CC PUERTO VENECIA VPN","Roselin Zaragoza CC PUERTO VENECIA VPN","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Alcala414_Voip (Roselin CC Alcala Norte VoIP) [Cisco Device]","Roselin_Alcala414_Voip (Roselin CC Alcala Norte VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Alcala356_VPN (Roselin C/Alcala VPN) [Cisco Device]","Roselin_Alcala356_VPN (Roselin C/Alcala VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Fuenlabrada2_Voip (Roselin CC Fuenlabrada 2 VoIP) [Cisco Device]","Roselin_Fuenlabrada2_Voip (Roselin CC Fuenlabrada 2 VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Alcala414_VPN (Roselin CC Alcala Norte VPN) [Cisco Device]","Roselin_Alcala414_VPN (Roselin CC Alcala Norte VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_CC_Gran Via Hortaleza_VPN","Roselin_CC_Gran Via Hortaleza_VPN","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Parquesur11_ppal_FTTH 300M","Roselin_Parquesur11_ppal_FTTH 300M","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Alcala356_Voip (Roselin C/Alcala VoIP) [Cisco Device]","Roselin_Alcala356_Voip (Roselin C/Alcala VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_CC_Gran Via Hortaleza_VoIP","Roselin_CC_Gran Via Hortaleza_VoIP","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Pinto41_PARLA_VPN (Roselin C/Pinto (PARLA) VPN) [Cisco Device]","Roselin_Pinto41_PARLA_VPN (Roselin C/Pinto (PARLA) VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Pinto41(PARLA)_Voip (Roselin_Pinto41_PARLA_VoIP (Roselin C/Pinto (PARLA) VoIP) [Cisco Device]","Roselin_Pinto41(PARLA)_Voip (Roselin_Pinto41_PARLA_VoIP (Roselin C/Pinto (PARLA) VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Fuencarral_PPAL FTTH 300 BT","Roselin_Fuencarral_PPAL FTTH 300 BT","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","JOYERIAS_ROSELIN (Roselin Getafe 100M) [Cisco Device]","JOYERIAS_ROSELIN (Roselin Getafe 100M) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Parquesur46_Voip (Roselin CC Parquesur VoIP) [Cisco Device]","Roselin_Parquesur46_Voip (Roselin CC Parquesur VoIP) [Cisco Device]","","","Pausado","8"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_Fuenlabrada2_VPN (Roselin C.C. Fuenlabrada 2 VPN) [Cisco Device]","Roselin_Fuenlabrada2_VPN (Roselin C.C. Fuenlabrada 2 VPN) [Cisco Device]","","","Pausado","8"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_CC_ElFerial_VPN (Roselin CC El Ferial VPN) [Cisco Device]","Roselin_CC_ElFerial_VPN (Roselin CC El Ferial VPN) [Cisco Device]","","","Pausado","8"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_ElFerial(PARLA)_Voip (Roselin CC El Ferial VoIP) [Cisco Device]","Roselin_ElFerial(PARLA)_Voip (Roselin CC El Ferial VoIP) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_BravoMurillo_VPN (Roselin C/Bravo Murillo VPN) [Cisco Device]","Roselin_BravoMurillo_VPN (Roselin C/Bravo Murillo VPN) [Cisco Device]","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_LaVaguada_VPN","Roselin_LaVaguada_VPN","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_BravoMurillo_VPN_10M_SARENET","Roselin_BravoMurillo_VPN_10M_SARENET","","","Disponible","3"
"JOYERIAS ROSELIN","JOYERIAS ROSELIN","Roselin_LAVAGUADA_Voip","Roselin_LAVAGUADA_Voip","","","Disponible","3"
"JUAN CARLOS OYARZABAL","JUAN CARLOS OYARZABAL","F42782_JUAN_CARLOS_OYARZABAL","F42782_JUAN_CARLOS_OYARZABAL","","","Disponible","3"
"KIMIA SOLUTIONS","KIMIA SOLUTIONS","332509_KIMIA (KIMIA Gran Via)","332509_KIMIA (KIMIA Gran Via)","","","Disponible","3"
"KLUBER LUBRICATION GMBH IBERICA","KLUBER LUBRICATION GMBH IBERICA","335300_KLUBER_NEO_10M","335300_KLUBER_NEO_10M","","","Disponible","3"
"LABORATORIES QUINTON INTERNACIONAL","LABORATORIES QUINTON INTERNACIONAL","Antena UBIQUITI Nodo Benejuzar","Antena UBIQUITI Nodo Benejuzar","","","Pausado (pausado por )","7"
